id,hashtag,votes,hard,sentiment,group,text,repeat
864665198359183360,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,imagina que insuportável ter de dar de comer pra uma gente que calcula CADA CALORIA que come jesus #MasterChefBR,False
864652037551775744,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,começaaa a hora de procurar algo na geladeira pra comer e acompanhar este show na TV ! ! 😆,False
865659608513339392,#masterchefbr,"[0, 0, -1, 0, 0, 0, 0]",0,0,test,ana luiza vai ser eliminada do masterchef pois foi descoberto que ela já trabalhou como cozinheira profissional,False
865311265773813760,#maisvoce,"[0, 0, 1, 0, 0, 0, 0]",2,0,test,olá USERNAME gostaria da participação do fiuk em algum quadro no USERNAME . obrigada,False
862140098879606784,#masterchefbr,"[0, 0, 1, 0, 0, 1, -1]",2,0,test,ana luíza me representou agr léo pessimista mesmo,False
865068372496613376,#ConversaComBial,"[0, 0, 1, 1, 0, 1, 1]",1,1,test,vivendo e aprendendo enfrentar os medos e procurar ajuda é sempre a melhor maneira #ConversaComBial,False
865547533774274560,#maisvoce,"[0, 0, 1, 0, -1, -1, 0]",0,0,test,essa modinha do unicórnio vem lá da china né #MaisVoce,False
864902024638418944,#videoShowAoVivo,"[0, 0, 1, 0, -1, 0, 0]",1,0,test,A fátima já tinha deixado claro outras em seu programa que assistia o #JN ahaha #VideoShowAoVivo,False
864516795549536256,#TheNoite,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,#CharlieHunnam no foi épico kkkk #talkshow,False
864681389760946176,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,o prato do vitor B ficou ruim MEU DEUS TO PASSANDO MAL NAAAOOO,False
863247140142927872,#ConversaComBial,"[0, 1, 1, 1, 1, 0, 1]",0,1,test,drauzio varella mostrando como funciona a verdadeira dinâmica na cadeia no brasil é bom que todos assistam #ConversaComBial,False
863582224989474816,#altasHoras,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,VANESSA DA MATA MELHOR PESSOA #AltasHoras,False
864716100830978048,#masterchefbr,"[1, 0, -1, -1, 0, -1, -1]",3,-1,test,FIQUEI MUITO NERVOSA ACHEI Q MINHA YUKO IA SAIR,False
865564925221105664,#encontro,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,irmãs galvão amores de pessoas #Encontro #IrmãsGalvao,False
862623978355085312,#encontro,"[-1, -1, -1, -1, -1, -1, -1]",3,-1,test,joão vicente no encontro hoje e eu vou estar aonde no colégio fazendo prova de matemática isso mesmo #Encontro,False
864169027370983424,#videoShowAoVivo,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,esse programa é demais com esses dois ao vivo vocês podiam mostrar os bastidores DO VIDEO SHOW NÉ #CURIOSO KKK,False
864824770562584576,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,tantos embustes pra sair do e tiram justamente o #MasterCrush pfvr alguém repesca o USERNAME,False
864688807068782592,#ConversaComBial,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,adoro a voz do pr fabio de melo 😍,False
864655444786204672,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,USERNAME começou junto com o jogo da liberta e gsw x spurs que terça,False
864462012318875648,#maisvoce,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,eles roubam a cena na novela muito bom #MaisVoce,False
864687047335923712,#masterchefbr,"[0, 0, -1, 0, 0, -1, -1]",2,0,test,tchau victor B É obvio que vc vai sair #MasterChefBR,False
864825289641250816,#maisvoce,"[0, -1, -1, -1, -1, -1, -1]",2,-1,test,está aqui ensinando a passar roupas e os comentários da apresentadora são ' para fazer no terno do marido ' ' na camisa do namorado ',False
864681365442310144,#masterchefbr,"[0, 1, 1, 1, 1, 1, 1]",0,1,test,déborah a bixa é lacradora mesmo #MasterChefBR,False
864703395772473344,#TheNoite,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,É o tipo de assunto sério que a nossa mídia esquerdista tem medo de falar ou fala besteira parabéns,False
864143870803795968,#encontro,"[0, 0, -1, 1, 1, 0, -1]",1,0,test,eu gostaria de ter um hj,False
864627319448772608,#masterchefbr,"[0, 1, 1, 1, 1, 1, 1]",1,1,test,hoje tem 🍝 🍜 🍛 🥗 🍲 😰 😨 😀,False
862840424184074240,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,USERNAME eu espero pelas terças-feiras só por causa do sim 😊,False
862667600651845632,#encontro,"[0, 1, 1, 1, 0, 1, 1]",2,1,test,eu também prefeito gente mais velha kkk,False
864706599750959104,#TheNoite,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,excelente a participação do USERNAME ! USERNAME muito bom falar sobre o assunto armas de fogo #CidadãoArmadoJá,False
862683077440663552,#encontro,"[0, 1, -1, 1, 0, 0, 0]",1,0,test,O cara do system of a down agora toca violino kkkk,False
865630062480994304,#videoShowAoVivo,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,A direção do video show é a melhor cara,False
864448983867019264,#maisvoce,"[-1, -1, -1, -1, 0, -1, -1]",1,-1,test,gente o cabelo e a maquiagem da ana maria braga estão indo para alguma festa que o resto do corpo não forão convidados 😂 😂 😂,False
862169273359376384,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,ai eu só sei que perdi o programa quando entro no twitter e vejo o top 😢,False
862004019534942208,#videoShowAoVivo,"[0, 1, 0, 1, 0, 0, 0]",0,0,test,ja que é pra tombar tombei #VideoShowAoVivo,False
862308879220318208,#encontro,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,A maior e melhor cantora que você respeita USERNAME no USERNAME #SandyLeah #SandynoEncontro,False
864328370150154240,#TheNoite,"[1, 1, 1, 1, 0, 1, 1]",1,1,test,com esse rei arthur brincaria de princesa NUMBER 4hrs sem reclamar meuuu deus,False
864674894126174208,#masterchefbr,"[0, -1, -1, -1, -1, -1, -1]",0,-1,test,qualquer um que saísse no time vermelho eu ficava sussa mas do time azul tô bad #MasterChefBR,False
863591188028424192,#altasHoras,"[0, 1, 1, 1, 0, 1, 1]",1,1,test,laís é uma sapona e parece ser super fofa,False
864661971555287040,#masterchefbr,"[0, -1, -1, -1, 0, -1, -1]",1,-1,test,aí azul não me arrasa não,False
864164468938477568,#videoShowAoVivo,"[0, 1, 1, 1, 1, 0, 1]",0,1,test,vem que já começou o #VídeoShowAoVivo !,False
862673399839166464,#encontro,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,gente suspirando com esse joão vicente 😍 😍,False
864661180710834176,#masterchefbr,"[0, -1, -1, -1, -1, -1, -1]",2,-1,test,yuki parece eu na educação física a ultima a ser escolhida kkk,False
865572140782845952,#encontro,"[-1, -1, -1, 0, -1, -1, -1]",1,-1,test,virou casos de família,False
862879878571491328,#TheNoite,"[0, -1, 0, 0, 0, -1, -1]",0,0,test,os caras do não têm medo da maldição da praça,False
865574215738511360,#encontro,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,pensei que estávamos no século XXI só pensei,False
864662798655270912,#masterchefbr,"[0, 1, 0, 0, 0, -1, 1]",0,0,test,acho que hj não tem a maldição do time azul !,False
861282599641243648,#DomingoLegal,"[0, 1, 0, 1, 0, 0, 1]",1,0,test,semorou mas o silvio conseguiu casar a patricia rs,False
865426606084562944,#ConversaComBial,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,vem que vem USERNAME tô aqui esperando ver vcs no mesmo sendo gravado,False
865218334001856512,#encontro,"[0, -1, -1, -1, -1, -1, -1]",1,-1,test,quando fala que a coisa tá preta é em referência as trevas e escuridão aí tem gente que vem com essa de racismo #Encontro,False
863591134106447872,#altasHoras,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,que música sem graça essa da vanessa da mata #altashoras,False
862668775333781504,#encontro,"[0, 1, 1, 1, 1, 1, 0]",0,1,test,- meu marido tinha NUMBER anos e eu NUMBER quando nos casamos estamos juntos até hoje e somos muito felizes,False
863586143396298752,#altasHoras,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,TÔ MORTO COM A BELA GIL NO CLIPE DO E O TCHAN HAHAHAHAHA,False
864685413222449152,#masterchefbr,"[-1, -1, -1, 0, -1, -1, -1]",0,-1,test,torta crua não pode,False
862723945564442624,#videoShowAoVivo,"[0, 1, 0, 0, 0, 0, 0]",0,0,test,das últimas três novelas das NUMBER 1h duas com caetano abrindo velho chico / tropicália A força do querer / O quereres,False
864901146552520704,#videoShowAoVivo,"[-1, -1, 0, -1, 0, -1, -1]",1,-1,test,será que a fátima não fica triste por ter tirado a tv globinho não #VideoShowAoVivo,False
862156476244267008,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,douglas filho da mãe deveria pelo menos ter tido a capacidade de tirar a miriam fala sério !,False
863255878560079872,#ConversaComBial,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,É impressionante como eu sempre aprendo algo novo quando assisto uma entrevista do drauzio varella que homem #ConversaComBial,False
864710167052660736,#TheNoite,"[0, -1, -1, 1, 1, -1, -1]",1,-1,test,O USERNAME não vai ter problema em fazer filme de terror depois de hj 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂,False
864532314096848896,#videoShowAoVivo,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,gente esse cibele é linda . E que ensaio em linda ! parabéns 👏,False
864179611869081600,#videoShowAoVivo,"[0, -1, 1, 0, 0, 0, 0]",3,0,test,É vinagre na salsicha #VideoShowAoVivo,False
864679780549046272,#masterchefbr,"[0, 1, -1, 0, 0, 0, 0]",2,0,test,date é um upgrade do crush,False
865217378854084608,#encontro,"[1, 1, 1, 1, 0, 1, 1]",0,1,test,todos deviam ver esse vídeo do nabby clifford #Encontro,False
862155212550746112,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",1,-1,test,naooo o leo regis nao pode sairrr,False
865055312977559552,#TheNoite,"[1, 1, 1, 1, 1, 1, 1]",1,1,test,catra cantando rock quer momento mais icônico que esse,False
863004413455216640,#maisvoce,"[0, -1, -1, -1, 0, -1, -1]",0,-1,test,pq o programa não ta ao vivo USERNAME #MaisVocê,False
864875331890667520,#videoShowAoVivo,"[0, 0, 0, 0, 0, 0, 0]",0,0,test,consolidados - GLOBO ( 15 / 05 ): #JornalHoje NUMBER #VídeoShowAoVivo NUMBER #SessãoDaTarde NUMBER #SenhoraDoDestino NUMBER,False
864468709225754624,#maisvoce,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,só isso de vivianne pasmanter ana maria A vai tomar no cu não sabe aproveitar o artista quando vai #MaisVoce,False
863044595579588608,#encontro,"[0, 1, 0, -1, -1, -1, -1]",2,-1,test,eu não tenho estruturas pra conversas de adoção tô chorando horrores,False
863786967590469632,#DomingoLegal,"[0, 1, 0, 0, 0, 0, 0]",0,0,test,pessoas da novela carinha de anjo,False
864651989925408768,#masterchefbr,"[0, 1, 0, 1, 0, 1, 0]",1,0,test,fogaça num gostou pega eu eu pego sempre,False
863586893769961472,#altasHoras,"[0, 1, 0, 0, 0, 1, 1]",1,0,test,era a bela gil no clipe do tchan ? hahaha,False
864657954850705408,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,esse carinha é engraçado,False
865629121673441280,#videoShowAoVivo,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,A manu e a joice são as duas vacas da ficção insuportáveis ! ! ! ! 👎 👎 👎 👎 👎 👎,False
863587184653324288,#altasHoras,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,bela gil no clipe dança do ventre do É o tchan conseguiu realizar o sonho de todas crianças soteropolitanas dos anos NUMBER,False
862140095364816896,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,ai que agonia #MasterChefBR,False
863246926002761728,#ConversaComBial,"[0, -1, -1, 0, 0, 0, 0]",3,0,test,se cadeia é tão ruim pq a galera vive correndo atrás de um PASSE,False
864330942051213312,#TheNoite,"[1, 1, 1, 1, 0, -1, -1]",2,1,test,meu rei arthur favorito é o clive owen acho q cabe mais um aqui 😬 😂 #CharlieHunnam,False
864696439020048384,#masterchefbr,"[0, 1, 0, 1, 0, 0, 0]",0,0,test,oi vitor B fiquei sabendo que tu come dogão já que és de POA posso te apresentar o que tem aqui na esquina de casqqq,False
864167061450244096,#videoShowAoVivo,"[1, 1, 1, 1, 0, 1, 1]",0,1,test,queria um joaquim lopes pra mim #VideoShowAoVivo,False
865175881551151104,#maisvoce,"[0, 1, -1, 1, 1, 0, 1]",0,1,test,nem só de baboseira vive o brasileiro 😁 🤣,False
863085029416730624,#videoShowAoVivo,"[0, 1, 0, 0, 0, 0, 0]",0,0,test,- o filho da juliana era o zac de rock story,False
862305865998716928,#masterchefbr,"[0, 1, 1, 0, 0, 1, 0]",0,0,test,preciso descobrir logo qual o canal pago que reprisa o pra ver o programa de ontem,False
862690607583637504,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,uma das maiores tristezas na minha vida ultimamente é que a deborah do é casada com um boy :(,False
864837992116039680,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,É impressão minha ou a paola tá mais azeda que limão velho nesse ?,False
865054139256123392,#TheNoite,"[1, 1, 1, 1, 1, 1, 0]",0,1,test,catra da uma aula de política e depois fala que a nova música dele é ppk chora kkk mitooo,False
865628946473209856,#videoShowAoVivo,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,risada garantida com essa dupla pro dia ficar bom 😁 adooorooo,False
864703394967154688,#masterchefbr,"[0, 1, 1, 1, 1, 0, 0]",0,1,test,gosto de sardinha,False
864683456537784320,#ConversaComBial,"[0, -1, 1, -1, 0, 1, 0]",0,0,test,E agora #ConversacomBial com o melhor o padre fabio ou ver quem saiu no #MasterChef,False
864456969469530112,#maisvoce,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,ana maria que bulsa maravilhosa quero uma !,False
865565993120276480,#encontro,"[1, 1, -1, 1, 0, -1, 0]",1,1,test,meu deus com uma mãe dessa também não podia nascer diferente,False
863175495952846848,#TheNoite,"[0, 0, 0, 1, 1, 0, 0]",0,0,test,já já 📺 #NasNovelasDaNoiteSBT #CarinhaDeAnjo125 😍 #Chiquititas174 💙 logo mais #ProgramaDoRatinho #TelaDeSucessos USERNAME,False
863597529971261440,#altasHoras,"[0, 1, 1, 1, 1, 1, 0]",0,1,test,A risada da vanessa ahhahaha,False
863002731275063296,#maisvoce,"[-1, 1, 1, -1, -1, 0, -1]",0,-1,test,tem tanta matéria que está falando de canudos e sua origem,False
864658729622437888,#masterchefbr,"[0, -1, 1, -1, 0, -1, -1]",0,-1,test,só pelo rolê da mirian hj tá demorando #MasterChefBR,False
864894432419737600,#encontro,"[0, -1, 1, 0, 0, 0, 0]",3,0,test,vou sair do armário só estou esperando o marido dela sair de casa !,False
862357063116226560,#videoShowAoVivo,"[0, 1, 1, 1, 1, 1, 1]",0,1,test,paolla oliveira ❤ jeiza ❤ #VídeoShowAoVivo #AForçaDoQuerer,False
862140084291858432,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,depois de hoje tem que acabar o masterchef e botarem siga bem caminhoneiro no lugar,False
862889135123685376,#ConversaComBial,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,O programa está perdendo a mão muitos recortes começar com os convidados já sentados é péssimo melhora aí #pedrobial,False
862312621361569792,#encontro,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,que linda a USERNAME no,False
864903728922492928,#videoShowAoVivo,"[0, -1, 0, -1, 0, -1, -1]",1,-1,test,. A pior vilã dos desenhos animados está hoje no programa,False
862513541491961856,#TheNoite,"[1, 0, 1, 1, 1, 1, 0]",1,1,test,acabou as #PatroasNoRatinho mas agora tem #MalumaNoTheNoite 😍 😍 😍 🔝 🎶 divulgando a música #FelicesLos4 🇨🇴🇧🇷 USERNAME USERNAME,False
862684531341631488,#encontro,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,falta de educação da pessoa no celular no programa,False
862144501607010304,#masterchefbr,"[0, -1, -1, -1, 1, -1, -1]",1,-1,test,mirian oh sucesso procê A saída é ali no fundo brigado por ocê tê vindo viu bjo,False
862146368130994176,#masterchefbr,"[0, -1, 0, -1, 0, 0, 0]",0,0,test,queria participá do pra fazê aquele miojão c / requeijão e catchup de sachê só pra vê a ana paula padrão fazê careta no fundo,False
864097990251859968,#maisvoce,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,USERNAME é o máximo adorando esse café !,False
863597680345456640,#altasHoras,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,dos mais legais de todos os tempos :D DD #top,False
864179922411106304,#videoShowAoVivo,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,aaaa amo vídeo show família sempre reunida olhando vocês beijão 😘,False
864652296717824000,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,hoje é dia de dá-lhe USERNAME não me infarte hoje 💙,False
865545503815094272,#maisvoce,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,quer dizer que festa com o tema unicórnio é só pra meninas USERNAME vamos pensar antes de falar migah #MaisVoce,False
864495857730805760,#ConversaComBial,"[0, 0, 0, 0, 0, 0, 0]",0,0,test,globo SP ( 15 / 05 ) #SP2 NUMBER #JN NUMBER #TelaQuente NUMBER NUMBER,False
865429420991008768,#ConversaComBial,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,maiara e maraísa lindas como sempre ❤,False
864662776463204352,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,não suporto prova em grupo #MasterChefBR,False
864659569452216320,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,n sei quem eu odeio mais miriam ou nayane,False
865051872318640128,#TheNoite,"[0, 1, 0, 0, 0, 0, 0]",2,0,test,mr catra ( @oficialmrcatra ) falando que vai ser pai pela NUMBER °vez 😱 😱 😱 😱 😱 😱 😱 😱 😱 😱 😱 😱 😱 😱 😂 😂 😂 😂 😂 😂 😂 😂 USERNAME USERNAME,False
863585446315642880,#altasHoras,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,como não dançar ao som de É o tchan kkk amo,False
865221212947066880,#encontro,"[0, -1, -1, -1, 0, -1, 0]",0,-1,test,acabou o colocaram a abertura do plantão cortaram passaram o oferecimento do encontro e apareceu o evaristo,False
862328226634493952,#masterchefbr,"[0, 1, -1, -1, -1, -1, -1]",1,-1,test,saudade quando eu assistia sempre com meu pai,False
862408799621189632,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",1,1,test,É incrível a tranquilidade da paola no mercado,False
862513990618030080,#TheNoite,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,morrendo de amores pelo USERNAME no programa do USERNAME #TheNoite,False
865565766095163392,#encontro,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,por que a USERNAME ta vendo que a pessoa ta passando vergonha em rede nacional e continua expondo ela #Encontro #vergonhaalheia,False
864858816701227008,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,ana luiza alem de linda cozinha bem,False
862434806126260224,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",1,1,test,shippo forte paola e fogaça ❤,False
864658734030745600,#masterchefbr,"[0, -1, 1, 0, -1, -1, -1]",2,-1,test,competição entre as equipes e a única certeza que temos é que a mirian vai problematizar com muito prazer #MasterChefBR,False
864528302006030336,#videoShowAoVivo,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,tão bonitinho o dedé com a juliana paes #VideoShowAoVivo,False
864123563888054272,#encontro,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,que mulher lindacalmaserena USERNAME me da essa bota de presente,False
864641777306939392,#TheNoite,"[0, -1, -1, -1, -1, -1, -1]",0,-1,test,quando que o USERNAME vai levar o USERNAME e o USERNAME no USERNAME tem q mandar email msm hehe,False
865005400172634112,#masterchefbr,"[0, -1, -1, 0, -1, -1, -1]",2,-1,test,jornal nacional hoje mais comprido que o,False
864480279511146496,#encontro,"[1, -1, 1, -1, 1, 1, 1]",2,1,test,ótimo tema do programa de hj sofro um bocado com uma pessoa em casa que é muito pessimista minha própria mãe 😢 😢,False
865058491752468480,#TheNoite,"[0, 1, 1, 1, 1, 1, 0]",2,1,test,USERNAME USERNAME USERNAME eu graças à deus eu sou homem até hoje,False
863038341201231872,#encontro,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,das mães e ainda tem arnaldo antunes que é um dos melhores do mundo,False
862339607920357376,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,MEU PARÁ MINHA BELÉM no * - *,False
862355381456076800,#videoShowAoVivo,"[-1, -1, -1, -1, -1, -1, -1]",1,-1,test,acabou o tom funebre ja #VideoShowAoVivo,False
864671656618471424,#masterchefbr,"[0, -1, -1, 0, -1, -1, -1]",0,-1,test,como giló mas não como sardinha,False
864816973066227712,#masterchefbr,"[0, -1, -1, 0, -1, -1, -1]",1,-1,test,imaginou mirian oubleonardo ganhandi esse vai ter uma NUMBER guerra mundial em pleno twitter,False
865567421561753600,#encontro,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,É triste saber que em pleno séc XXI ainda encontra-se homens assim,False
864332554656075776,#ConversaComBial,"[0, 1, 1, 1, 1, 0, 0]",0,1,test,cheguei a tempo de ver,False
862146386309074944,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,gente tá geral se fodendo pqp,False
862684007527587840,#encontro,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,USERNAME é muito rock'n ' roll sensacional me encanta ! !,False
864480995961163776,#encontro,"[0, -1, -1, -1, -1, -1, 0]",2,-1,test,caramba eu sempre penso A deve ter algo errado comigo #Encontro,False
864466930534686720,#maisvoce,"[0, -1, 0, 0, -1, 0, -1]",1,0,test,cadê o theo #MaisVocê,False
862885036584046592,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,a cada episódio q passa fabrizio continua um gato ne 😏,False
865056526834311168,#TheNoite,"[0, 1, -1, 1, 1, 1, 0]",1,1,test,léo stronda já chegou comendo as coisas kkkjj,False
863572735632560128,#altasHoras,"[1, 1, 1, 0, 1, 1, 1]",1,1,test,E esse cabelo maravilhoso da vanessa da mata #altashoras,False
864687584714346496,#ConversaComBial,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,o padre USERNAME sambando na cara do bial nota NUMBER,False
862006202204643328,#videoShowAoVivo,"[1, 1, 1, 0, 1, 1, 1]",0,1,test,USERNAME ri alto com esse carimbó estilizado no final do só qro ver USERNAME amanhã ! !,False
863575157226471424,#altasHoras,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,que coisa mais fofa ele é muito lindinho sz,False
865770933197434880,#masterchefbr,"[1, 1, 1, 1, 1, 1, 1]",0,1,test,O martin da primeira temporada do é muito fofooo,False
864106414683435008,#maisvoce,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,USERNAME achei deselegante o que fez com a thais araújo #MaisVocê,False
862168456531251200,#masterchefbr,"[0, -1, -1, 0, -1, -1, -1]",2,-1,test,vou precisar dormir umas NUMBER horas pra ver se me recupero do programa de hoje !,False
865411967430926336,#masterchefbr,"[-1, -1, -1, -1, -1, -1, -1]",0,-1,test,quando que a globo vai comprar o e o #powercouplebrasil tô no aguardo e descartar o #bbb e as mini séries pessimas ? !,False
864734228864536576,#masterchefbr,"[0, -1, 0, -1, -1, -1, 1]",1,-1,test,acho que chegou o momento em que vamos começar a ficar triste com cada eliminação E a competição vai aumentar,False
864669229005647872,#masterchefbr,"[0, -1, 0, 0, -1, -1, -1]",0,-1,test,USERNAME USERNAME fiquei confusa na apuração hahaha,False
862358596507631616,#videoShowAoVivo,"[0, 1, 1, 1, -1, -1, 1]",0,1,test,nelson xavier foi um grande homem ator e artestar vai deixar muitas saudades ! porangatu goiás ligado ao,False
864685876990930944,#ConversaComBial,"[0, 1, 0, 1, 0, 0, -1]",1,0,test,USERNAME não me furto às perguntas inférteis para bom entendedor USERNAME 😂 😂 😂,False
